,mem,page,total
16180,564280,15284224,16156852
16181,564280,15279444,16150400
16182,564276,15283952,16153728
16183,564276,15288544,16159356
16184,564276,15293412,16165316
16185,564276,15298040,16169056
16186,564272,15283412,16153812
16187,564256,15287320,16157988
16188,565308,15292296,16164492
16189,567948,15292692,16170040
16190,570324,15263392,16143440
16191,572964,15288404,16169208
16192,574812,15223084,16106036
16193,575076,15283076,16164664
16194,575076,15267784,16149480
16195,575076,15273236,16150984
16196,575076,15291908,16170364
16197,575076,15265536,16146844
16198,575076,15010840,15895260
16199,575076,15093764,15977384
16200,575340,15190492,16073852
16201,575340,15269804,16152124
16202,575188,15266672,16144308
16203,575188,15259836,16136952
16204,575188,15279444,16154412
16205,575188,15279652,16157460
16206,575188,14729736,15610852
16207,575452,14809388,15689060
16208,575452,14897920,15777292
16209,575452,14982476,15862288
16210,575452,15080708,15960396
16211,575452,15163664,16042596
16212,575980,15271028,16151068
16213,575980,15272388,16154080
16214,575980,15286340,16165824
16216,575980,15278244,16159020
16217,575980,15281836,16162028
16218,575980,14919984,15803804
16219,575980,14951400,15834312
16220,575980,14979576,15863560
16221,575980,15010952,15893296
16222,575980,15039708,15922812
16223,575980,15061760,15945548
16224,575980,15092304,15975948
16225,575980,15122972,16006376
16226,575980,15153212,16036912
16227,575980,15183724,16066460
16228,564896,14798512,15671808
16229,564896,14827108,15700868
16230,564896,14855704,15729272
16231,564896,14883764,15758136
16232,564896,14912116,15787588
16233,564896,14940068,15814504
16234,564896,14966920,15841572
16235,564896,14999920,15871776
16236,564896,15027384,15898920
16237,564896,15054784,15926604
16238,564896,15082372,15954064
16239,564896,15110380,15982276
16240,564896,15138800,16011128
16241,564896,15167220,16038964
16242,564896,15194420,16065840
16243,564896,15222368,16093764
16244,564896,15249012,16122244
16245,564896,15276296,16151624
16246,564896,15282168,16157128
16247,565420,15267464,16142880
16248,568320,15274592,16150940
16249,571224,15281604,16158208
16250,574108,15267780,16148964
16251,575692,15209660,16093448
16252,575692,15235960,16118544
16253,575692,15261980,16144488
16254,575692,15286916,16168372
16255,575956,15271460,16155120
16256,575956,15270792,16154544
16257,575956,15281120,16163556
